Point géographique;Forme géographique;Idcar_200m;I_est_200;Idcar_1km;i_est_1km;Idcar_nat;Numéro de groupe;Population du carreau;Nombre de ménages d’un seul individu;Nombre de ménages de 5 individus ou plus;Nombre de ménages propriétaires;Nombre de ménages monoparentaux;Somme des niveaux de vie winsorisés des individus;Somme de la surface des logements du carreau;Nombre de ménages en logements collectifs;Nombre de ménages en maison;Nombre de logements sociaux;Nombre de ménages pauvres;Nombre de ménages;lcog_geo;com_arm_code;Code Officiel Commune
48.73964055702698, 2.2790048554782474;"{""coordinates"": [[[2.277791013516752, 48.738652565499684], [2.277512561148172, 48.74044033171777], [2.28021874667383, 48.74062854186838], [2.28049710329903, 48.73884076786063], [2.277791013516752, 48.738652565499684]]], ""type"": ""Polygon""}";CRS3035RES200mN2877000E3754000;0;CRS3035RES1000mN2877000E3754000;0;CRS3035RES1000mN2877000E3754000;848740;448.0;121.0;3.0;147.0;25.0;12841883.9;14677.0;208.0;32.0;0.0;19.0;240.0;92002;92002;92002
48.768524428944694, 2.3046103929039163;"{""coordinates"": [[[2.303395392317934, 48.76753671486484], [2.303117614981537, 48.76932453243768], [2.305825442800241, 48.76951213631873], [2.306103124237491, 48.76772431097447], [2.303395392317934, 48.76753671486484]]], ""type"": ""Polygon""}";CRS3035RES200mN2880000E3756200;1;CRS3035RES1000mN2880000E3756000;0;CRS3035RES1000mN2880000E3756000;853347;11.0;0.3;0.7;2.8;0.2;597601.0;724.7;0.7;2.7;0.0;0.1;3.4;9200292071;92002;92002
48.74311959133955, 2.303083293295902;"{""coordinates"": [[[2.301868901399764, 48.742131857730634], [2.301591285601043, 48.74391969167781], [2.304297734438336, 48.744107318248425], [2.304575254462015, 48.74231947653466], [2.301868901399764, 48.742131857730634]]], ""type"": ""Polygon""}";CRS3035RES200mN2877200E3755800;0;CRS3035RES1000mN2877000E3755000;0;CRS3035RES200mN2877200E3755800;848758;300.5;38.0;7.0;82.0;13.0;10338604.7;9344.0;85.0;41.0;0.0;5.0;126.0;92002;92002;92002
48.732392523264096, 2.3047482470907554;"{""coordinates"": [[[2.303534066827351, 48.73140480609955], [2.303256602259411, 48.733192653747736], [2.30596247657379, 48.73338023372974], [2.30623984541761, 48.73159237831934], [2.303534066827351, 48.73140480609955]]], ""type"": ""Polygon""}";CRS3035RES200mN2876000E3755800;0;CRS3035RES1000mN2876000E3755000;0;CRS3035RES1000mN2876000E3755000;848782;469.0;67.0;29.0;20.0;27.0;9699990.0;11878.0;155.0;24.0;155.0;25.0;179.0;92002;92002;92002
48.756858870666434, 2.292740524488058;"{""coordinates"": [[[2.29152602195338, 48.75587102817466], [2.291247916817601, 48.75765882053835], [2.293955076302046, 48.757846706461294], [2.294233085602562, 48.756058906317286], [2.29152602195338, 48.75587102817466]]], ""type"": ""Polygon""}";CRS3035RES200mN2878800E3755200;0;CRS3035RES1000mN2878000E3755000;0;CRS3035RES200mN2878800E3755200;850868;993.0;174.0;17.0;348.0;22.0;39825431.8;39723.0;424.0;38.0;0.0;10.0;462.0;92002;92002;92002
48.73596822175553, 2.304193363291674;"{""coordinates"": [[[2.30297911249448, 48.73498049911161], [2.302701597529307, 48.73676834219154], [2.305407663317378, 48.73695593770019], [2.305685082541462, 48.73516808685657], [2.30297911249448, 48.73498049911161]]], ""type"": ""Polygon""}";CRS3035RES200mN2876400E3755800;0;CRS3035RES1000mN2876000E3755000;0;CRS3035RES1000mN2876000E3755000;848781;521.5;42.0;26.0;26.0;38.0;10518798.9;11843.0;153.0;26.0;151.0;33.0;179.0;92002;92002;92002
48.75365887509329, 2.298710465467721;"{""coordinates"": [[[2.297495919060095, 48.75267109604557], [2.297218056089864, 48.75445890852945], [2.299925061147484, 48.754646647441405], [2.300202828294289, 48.752858827183964], [2.297495919060095, 48.75267109604557]]], ""type"": ""Polygon""}";CRS3035RES200mN2878400E3755600;0;CRS3035RES1000mN2878000E3755000;0;CRS3035RES200mN2878400E3755600;850853;249.0;36.0;8.0;62.0;10.0;9100374.7;7893.0;96.0;9.0;20.0;9.0;105.0;92002;92002;92002
48.751307580078766, 2.2908677676903464;"{""coordinates"": [[[2.289653428212127, 48.75031971686291], [2.289375303053905, 48.7521075082939], [2.292082156433655, 48.75229543659982], [2.292360185784682, 48.75050763738804], [2.289653428212127, 48.75031971686291]]], ""type"": ""Polygon""}";CRS3035RES200mN2878200E3755000;0;CRS3035RES1000mN2878000E3755000;0;CRS3035RES200mN2878200E3755000;850858;354.0;35.0;18.0;99.0;10.0;13648478.0;11887.7;48.0;84.0;0.0;8.0;132.0;92002;92002;92002
48.74161650718985, 2.2814326810610575;"{""coordinates"": [[[2.28021874667383, 48.74062854186838], [2.279940364767452, 48.74241631358761], [2.282646664687679, 48.742604465823725], [2.282924950839611, 48.74081668631673], [2.28021874667383, 48.74062854186838]]], ""type"": ""Polygon""}";CRS3035RES200mN2877200E3754200;0;CRS3035RES1000mN2877000E3754000;0;CRS3035RES1000mN2877000E3754000;848742;1208.0;228.0;35.0;137.0;78.0;25025484.4;31674.0;550.0;0.0;207.0;102.0;550.0;92002;92002;92002
48.76551123898886, 2.313288649168962;"{""coordinates"": [[[2.312073547509309, 48.764523617368056], [2.311796108307674, 48.76631146279698], [2.314503800132629, 48.76649885389957], [2.314781143444404, 48.76471100070862], [2.312073547509309, 48.764523617368056]]], ""type"": ""Polygon""}";CRS3035RES200mN2879600E3756800;0;CRS3035RES1000mN2879000E3756000;0;CRS3035RES1000mN2879000E3756000;850872;115.0;10.0;1.0;39.0;5.0;3748074.1;3360.0;30.0;16.0;0.0;2.0;46.0;92002;92002;92002
48.754221784403434, 2.306831420621718;"{""coordinates"": [[[2.305616702573415, 48.753234092288004], [2.305339127081171, 48.755021928084716], [2.308046187944747, 48.75520946981456], [2.308323667605851, 48.75342162625226], [2.305616702573415, 48.753234092288004]]], ""type"": ""Polygon""}";CRS3035RES200mN2878400E3756200;0;CRS3035RES1000mN2878000E3756000;0;CRS3035RES200mN2878400E3756200;850938;814.0;213.0;12.0;236.0;31.0;27941282.8;30261.0;428.0;6.0;0.0;22.0;434.0;92002;92002;92002
48.760246528149516, 2.2894770655856553;"{""coordinates"": [[[2.288262549720209, 48.75925865118354], [2.287984298195254, 48.761046431198906], [2.290691630738432, 48.761234398419774], [2.29096978641371, 48.759446610619925], [2.288262549720209, 48.75925865118354]]], ""type"": ""Polygon""}";CRS3035RES200mN2879200E3755000;0;CRS3035RES1000mN2879000E3755000;0;CRS3035RES1000mN2879000E3755000;850798;253.5;30.0;6.0;71.0;9.0;8240968.9;7852.0;69.0;38.0;0.0;13.0;107.0;9200292019;92002;92002
48.73775606757593, 2.3039158835973113;"{""coordinates"": [[[2.302701597529307, 48.73676834219154], [2.302424057360636, 48.73855618298783], [2.305130218898279, 48.738743786260855], [2.305407663317378, 48.73695593770019], [2.302701597529307, 48.73676834219154]]], ""type"": ""Polygon""}";CRS3035RES200mN2876600E3755800;0;CRS3035RES1000mN2876000E3755000;0;CRS3035RES1000mN2876000E3755000;848775;318.0;30.0;8.0;102.0;15.0;9693219.2;9594.0;63.0;62.0;0.0;11.0;125.0;92002;92002;92002
48.748295415714274, 2.299543797084873;"{""coordinates"": [[[2.298329356535859, 48.7473076449033], [2.298051569279829, 48.749095464232816], [2.300758286892669, 48.7492831798262], [2.301035978350759, 48.74749535272529], [2.298329356535859, 48.7473076449033]]], ""type"": ""Polygon""}";CRS3035RES200mN2877800E3755600;0;CRS3035RES1000mN2877000E3755000;0;CRS3035RES200mN2877800E3755600;848745;96.5;7.0;4.0;34.0;5.0;3747031.3;4065.0;3.0;33.0;0.0;1.0;36.0;92002;92002;92002
48.75083358994196, 2.3100932559481797;"{""coordinates"": [[[2.308878551309278, 48.74984593229134], [2.308601122059611, 48.7516337804113], [2.311308009853753, 48.75182124088713], [2.311585343286703, 48.75003338500565], [2.308878551309278, 48.74984593229134]]], ""type"": ""Polygon""}";CRS3035RES200mN2878000E3756400;0;CRS3035RES1000mN2878000E3756000;0;CRS3035RES200mN2878000E3756400;850918;285.0;18.0;16.0;89.0;1.0;11088730.2;9394.0;0.0;94.0;0.0;4.0;94.0;9200294034;92002;92002
48.74754404315519, 2.288717267115981;"{""coordinates"": [[[2.287503055380479, 48.746556156469644], [2.287224884958442, 48.74834394468704], [2.289931528106808, 48.74853192314788], [2.290209602741209, 48.74674412714848], [2.287503055380479, 48.746556156469644]]], ""type"": ""Polygon""}";CRS3035RES200mN2877800E3754800;0;CRS3035RES1000mN2877000E3754000;0;CRS3035RES1000mN2877000E3754000;848730;158.0;28.0;4.0;43.0;4.0;5822993.5;6516.0;34.0;37.0;0.0;5.0;71.0;92002;92002;92002
48.74274421454623, 2.297670528582073;"{""coordinates"": [[[2.296456251052163, 48.74175642299903], [2.296178443711087, 48.74354424140511], [2.298884855356548, 48.74373199939649], [2.299162566927732, 48.741944173218506], [2.296456251052163, 48.74175642299903]]], ""type"": ""Polygon""}";CRS3035RES200mN2877200E3755400;0;CRS3035RES1000mN2877000E3755000;0;CRS3035RES200mN2877200E3755400;848749;163.0;16.0;5.0;48.0;7.0;5072807.0;5261.0;31.0;32.0;0.0;4.0;63.0;92002;92002;92002
48.73982873043239, 2.281711002451846;"{""coordinates"": [[[2.28049710329903, 48.73884076786063], [2.28021874667383, 48.74062854186838], [2.282924950839611, 48.74081668631673], [2.28320321171886, 48.73902890452196], [2.28049710329903, 48.73884076786063]]], ""type"": ""Polygon""}";CRS3035RES200mN2877000E3754200;0;CRS3035RES1000mN2877000E3754000;0;CRS3035RES1000mN2877000E3754000;848734;216.0;26.0;4.0;66.0;6.0;6936354.1;7890.0;36.0;54.0;0.0;7.0;90.0;92002;92002;92002
48.77087477668433, 2.3124563619502982;"{""coordinates"": [[[2.311241154261653, 48.76988714683008], [2.310963639410744, 48.77167498543486], [2.313671618956326, 48.77186239982789], [2.31394903789185, 48.7700745534589], [2.311241154261653, 48.76988714683008]]], ""type"": ""Polygon""}";CRS3035RES200mN2880200E3756800;0;CRS3035RES1000mN2880000E3756000;0;CRS3035RES1000mN2880000E3756000;853360;615.0;89.0;14.0;190.0;31.0;18985823.7;18369.0;245.0;20.0;0.0;35.0;265.0;9200292071;92002;92002
48.753471107205755, 2.296003517628204;"{""coordinates"": [[[2.294789028437802, 48.752483299183986], [2.294511069646727, 48.75427110389161], [2.297218056089864, 48.75445890852945], [2.297495919060095, 48.75267109604557], [2.294789028437802, 48.752483299183986]]], ""type"": ""Polygon""}";CRS3035RES200mN2878400E3755400;0;CRS3035RES1000mN2878000E3755000;0;CRS3035RES200mN2878400E3755400;850859;334.0;55.0;10.0;65.0;18.0;12196250.7;11816.0;132.0;19.0;53.0;8.0;151.0;92002;92002;92002
48.76927430293189, 2.3154416612078936;"{""coordinates"": [[[2.314226431616197, 48.76828670481622], [2.31394903789185, 48.7700745534589], [2.316656940113373, 48.77026189433553], [2.316934237928273, 48.768474037932016], [2.314226431616197, 48.76828670481622]]], ""type"": ""Polygon""}";CRS3035RES200mN2880000E3757000;0;CRS3035RES1000mN2880000E3757000;0;CRS3035RES200mN2880000E3757000;853412;860.5;128.0;16.0;245.0;38.0;24403619.0;25842.8;350.0;19.0;0.0;45.0;369.0;92002;92002;92002
48.75987047002643, 2.2840625336361415;"{""coordinates"": [[[2.2828481322623, 48.75888253511645], [2.282569689045725, 48.760670299555024], [2.285276984295599, 48.76085839824376], [2.285555331667657, 48.759070626015465], [2.2828481322623, 48.75888253511645]]], ""type"": ""Polygon""}";CRS3035RES200mN2879200E3754600;0;CRS3035RES1000mN2879000E3754000;0;CRS3035RES1000mN2879000E3754000;850822;67.0;1.0;3.0;7.0;4.0;1825610.4;1887.0;8.0;12.0;11.0;0.0;20.0;9200292019;92002;92002
48.75845874310057, 2.289755256548046;"{""coordinates"": [[[2.288540775965285, 48.75747086888564], [2.288262549720209, 48.75925865118354], [2.29096978641371, 48.759446610619925], [2.291247916817601, 48.75765882053835], [2.288540775965285, 48.75747086888564]]], ""type"": ""Polygon""}";CRS3035RES200mN2879000E3755000;1;CRS3035RES1000mN2879000E3755000;0;CRS3035RES1000mN2879000E3755000;850791;22.0;6.1;1.2;7.3;0.0;790356.9;1090.8;0.6;10.4;0.0;0.0;11.0;92002;92002;92002
48.75243394358416, 2.307108935592705;"{""coordinates"": [[[2.305894252849818, 48.751446254211956], [2.305616702573415, 48.753234092288004], [2.308323667605851, 48.75342162625226], [2.308601122059611, 48.7516337804113], [2.305894252849818, 48.751446254211956]]], ""type"": ""Polygon""}";CRS3035RES200mN2878200E3756200;0;CRS3035RES1000mN2878000E3756000;0;CRS3035RES200mN2878200E3756200;850926;384.5;89.0;3.0;114.0;13.0;13314634.9;13417.0;171.0;29.0;0.0;10.0;200.0;92002;92002;92002
48.74151933443508, 2.3060671630732203;"{""coordinates"": [[[2.304852749280909, 48.74053163253888], [2.304575254462015, 48.74231947653466], [2.307281626108251, 48.74250702962987], [2.307559025158024, 48.740719177870915], [2.304852749280909, 48.74053163253888]]], ""type"": ""Polygon""}";CRS3035RES200mN2877000E3756000;0;CRS3035RES1000mN2877000E3756000;0;CRS3035RES200mN2877000E3756000;848874;375.0;44.0;15.0;93.0;13.0;10935794.0;11041.0;103.0;42.0;0.0;12.0;145.0;92002;92002;92002
48.75610681671257, 2.2819122273103503;"{""coordinates"": [[[2.280697953714564, 48.75511885834052], [2.280419465263522, 48.75690661955639], [2.283126550181997, 48.757094768393905], [2.283404942808092, 48.755306999387166], [2.280697953714564, 48.75511885834052]]], ""type"": ""Polygon""}";CRS3035RES200mN2878800E3754400;0;CRS3035RES1000mN2878000E3754000;0;CRS3035RES1000mN2878000E3754000;850815;230.0;22.0;3.0;80.0;7.0;8220994.1;8880.0;33.0;60.0;0.0;3.0;93.0;92002;92002;92002
48.756670955769316, 2.290033422236456;"{""coordinates"": [[[2.288818976933746, 48.75568308430495], [2.288540775965285, 48.75747086888564], [2.291247916817601, 48.75765882053835], [2.29152602195338, 48.75587102817466], [2.288818976933746, 48.75568308430495]]], ""type"": ""Polygon""}";CRS3035RES200mN2878800E3755000;0;CRS3035RES1000mN2878000E3755000;0;CRS3035RES200mN2878800E3755000;850845;162.0;9.0;9.0;51.0;3.0;6080006.6;4918.0;1.0;53.0;0.0;4.0;54.0;92002;92002;92002
48.75591863890763, 2.279205199632054;"{""coordinates"": [[[2.277990983275557, 48.75493065156974], [2.277712399002153, 48.75671840499199], [2.280419465263522, 48.75690661955639], [2.280697953714564, 48.75511885834052], [2.277990983275557, 48.75493065156974]]], ""type"": ""Polygon""}";CRS3035RES200mN2878800E3754200;0;CRS3035RES1000mN2878000E3754000;0;CRS3035RES1000mN2878000E3754000;850806;138.0;6.0;11.0;42.0;2.0;6003846.0;5670.0;1.0;44.0;0.0;1.0;45.0;92002;92002;92002
48.74255642758671, 2.2949641741233386;"{""coordinates"": [[[2.293749953779294, 48.74156860707295], [2.2934720506709, 48.74335641770448], [2.296178443711087, 48.74354424140511], [2.296456251052163, 48.74175642299903], [2.293749953779294, 48.74156860707295]]], ""type"": ""Polygon""}";CRS3035RES200mN2877200E3755200;0;CRS3035RES1000mN2877000E3755000;0;CRS3035RES200mN2877200E3755200;848748;183.5;14.0;12.0;50.0;8.0;5866954.3;5725.0;15.0;47.0;0.0;4.0;62.0;92002;92002;92002
48.74293193579741, 2.300376901641667;"{""coordinates"": [[[2.299162566927732, 48.741944173218506], [2.298884855356548, 48.74373199939649], [2.301591285601043, 48.74391969167781], [2.301868901399764, 48.742131857730634], [2.299162566927732, 48.741944173218506]]], ""type"": ""Polygon""}";CRS3035RES200mN2877200E3755600;0;CRS3035RES1000mN2877000E3755000;0;CRS3035RES200mN2877200E3755600;848759;348.0;29.0;12.0;98.0;13.0;12303488.5;10925.0;75.0;53.0;0.0;9.0;128.0;92002;92002;92002
48.74763263209353, 2.316061301918798;"{""coordinates"": [[[2.314846553518715, 48.74664503788382], [2.31456936626948, 48.74843290608015], [2.317276099578368, 48.748620219595054], [2.317553191022733, 48.74683234364392], [2.314846553518715, 48.74664503788382]]], ""type"": ""Polygon""}";CRS3035RES200mN2877600E3756800;0;CRS3035RES1000mN2877000E3756000;0;CRS3035RES200mN2877600E3756800;848859;161.5;23.0;6.0;0.0;19.0;3032272.7;4620.0;70.0;0.0;70.0;13.0;70.0;92002;92002;92002
48.737852785769206, 2.2792832473341718;"{""coordinates"": [[[2.278069440598948, 48.73686479699207], [2.277791013516752, 48.738652565499684], [2.28049710329903, 48.73884076786063], [2.280775434646329, 48.73705299156405], [2.278069440598948, 48.73686479699207]]], ""type"": ""Polygon""}";CRS3035RES200mN2876800E3754000;0;CRS3035RES1000mN2876000E3754000;0;CRS3035RES200mN2876800E3754000;848795;166.5;14.0;10.0;57.0;5.0;6910343.3;7178.0;2.0;61.0;0.0;0.0;63.0;92002;92002;92002
48.76062232333919, 2.29489167209161;"{""coordinates"": [[[2.293677041741911, 48.759634504323955], [2.293398981918887, 48.761422299905554], [2.296106351730378, 48.76161013565559], [2.296384315698565, 48.75982233229484], [2.293677041741911, 48.759634504323955]]], ""type"": ""Polygon""}";CRS3035RES200mN2879200E3755400;0;CRS3035RES1000mN2879000E3755000;0;CRS3035RES1000mN2879000E3755000;850794;116.0;7.0;7.0;33.0;3.0;4559895.0;3554.0;1.0;36.0;0.0;3.0;37.0;92002;92002;92002
48.7550710732713, 2.2930185690760103;"{""coordinates"": [[[2.29180410182431, 48.7540832335286], [2.29152602195338, 48.75587102817466], [2.294233085602562, 48.756058906317286], [2.294511069646727, 48.75427110389161], [2.29180410182431, 48.7540832335286]]], ""type"": ""Polygon""}";CRS3035RES200mN2878600E3755200;0;CRS3035RES1000mN2878000E3755000;0;CRS3035RES200mN2878600E3755200;850848;184.5;22.0;0.0;45.0;6.0;5769937.3;5120.0;66.0;12.0;19.0;7.0;78.0;92002;92002;92002
48.75582204446598, 2.3038467809524232;"{""coordinates"": [[[2.302632084813332, 48.754834320626735], [2.302354388264918, 48.75662214637532], [2.305061526369823, 48.75680976160229], [2.305339127081171, 48.755021928084716], [2.302632084813332, 48.754834320626735]]], ""type"": ""Polygon""}";CRS3035RES200mN2878600E3756000;0;CRS3035RES1000mN2878000E3756000;0;CRS3035RES200mN2878600E3756000;850937;779.5;147.0;14.0;262.0;31.0;33157566.0;28086.0;339.0;32.0;0.0;10.0;371.0;92002;92002;92002
48.74547002368306, 2.3109252865959307;"{""coordinates"": [[[2.309710687866337, 48.744482374254545], [2.309433334209385, 48.74627022921329], [2.312139934578853, 48.746457666406684], [2.312417192444562, 48.74466980368859], [2.309710687866337, 48.744482374254545]]], ""type"": ""Polygon""}";CRS3035RES200mN2877400E3756400;0;CRS3035RES1000mN2877000E3756000;0;CRS3035RES200mN2877400E3756400;848862;234.0;16.0;12.0;77.0;4.0;8046545.4;8614.0;11.0;72.0;0.0;6.0;83.0;92002;92002;92002
48.766548981250565, 2.3021804350037924;"{""coordinates"": [[[2.300965526994672, 48.76556124093222], [2.30068767901214, 48.76734905300858], [2.303395392317934, 48.76753671486484], [2.303673144412394, 48.765748895015115], [2.300965526994672, 48.76556124093222]]], ""type"": ""Polygon""}";CRS3035RES200mN2879800E3756000;1;CRS3035RES1000mN2879000E3756000;0;CRS3035RES1000mN2879000E3756000;850869;4.0;0.2;0.2;1.1;0.1;146778.5;166.7;0.1;1.3;0.0;0.1;1.4;92002;92002;92002
48.7710621543186, 2.3151643028347055;"{""coordinates"": [[[2.31394903789185, 48.7700745534589], [2.313671618956326, 48.77186239982789], [2.3163796170958, 48.77204974846608], [2.316656940113373, 48.77026189433553], [2.31394903789185, 48.7700745534589]]], ""type"": ""Polygon""}";CRS3035RES200mN2880200E3757000;0;CRS3035RES1000mN2880000E3757000;0;CRS3035RES200mN2880200E3757000;853408;627.5;94.0;18.0;198.0;26.0;19493548.0;19908.1;212.0;56.0;0.0;24.0;268.0;9200292014;92002;92002
48.760434458611385, 2.2921843595221914;"{""coordinates"": [[[2.29096978641371, 48.759446610619925], [2.290691630738432, 48.761234398419774], [2.293398981918887, 48.761422299905554], [2.293677041741911, 48.759634504323955], [2.29096978641371, 48.759446610619925]]], ""type"": ""Polygon""}";CRS3035RES200mN2879200E3755200;0;CRS3035RES1000mN2879000E3755000;0;CRS3035RES1000mN2879000E3755000;850793;69.5;6.0;2.0;21.0;3.0;2225018.8;2177.0;5.0;22.0;0.0;3.0;27.0;9200292019;92002;92002
48.747356035728394, 2.2860106811764376;"{""coordinates"": [[[2.284796526648897, 48.74636812007845], [2.284518260441796, 48.7481559005112], [2.287224884958442, 48.74834394468704], [2.287503055380479, 48.746556156469644], [2.284796526648897, 48.74636812007845]]], ""type"": ""Polygon""}";CRS3035RES200mN2877800E3754600;0;CRS3035RES1000mN2877000E3754000;0;CRS3035RES1000mN2877000E3754000;848732;191.5;23.0;6.0;42.0;9.0;6594929.8;6027.0;64.0;20.0;0.0;5.0;84.0;9200291645;92002;92002
48.750270924408404, 2.3019728199296;"{""coordinates"": [[[2.300758286892669, 48.7492831798262], [2.300480570208268, 48.75107100464565], [2.30318740223062, 48.75125866228982], [2.303465023106018, 48.74947082970089], [2.300758286892669, 48.7492831798262]]], ""type"": ""Polygon""}";CRS3035RES200mN2878000E3755800;0;CRS3035RES1000mN2878000E3755000;0;CRS3035RES200mN2878000E3755800;850856;281.0;47.0;10.0;91.0;6.0;12680365.0;12018.0;74.0;51.0;0.0;5.0;125.0;92002;92002;92002
48.742081686387486, 2.3141862179373485;"{""coordinates"": [[[2.312971632631538, 48.74109407141354], [2.312694425127707, 48.74288193869096], [2.315400852488448, 48.743069294655385], [2.315677964215456, 48.74128141962271], [2.312971632631538, 48.74109407141354]]], ""type"": ""Polygon""}";CRS3035RES200mN2877000E3756600;0;CRS3035RES1000mN2877000E3756000;0;CRS3035RES200mN2877000E3756600;848858;207.0;1.0;11.0;59.0;1.0;8752385.6;7945.0;0.0;62.0;0.0;0.0;62.0;9200291689;92002;92002
48.75977282146895, 2.308706034194251;"{""coordinates"": [[[2.307491152987463, 48.75878515010445], [2.307213597684764, 48.760572986832656], [2.309920964689965, 48.76076048612702], [2.310198424133457, 48.75897264163365], [2.307491152987463, 48.75878515010445]]], ""type"": ""Polygon""}";CRS3035RES200mN2879000E3756400;0;CRS3035RES1000mN2879000E3756000;0;CRS3035RES1000mN2879000E3756000;850880;365.0;34.0;6.0;65.0;20.0;13134385.3;12534.0;84.0;61.0;50.0;9.0;145.0;92002;92002;92002
48.73794363411579, 2.306622006549166;"{""coordinates"": [[[2.305407663317378, 48.73695593770019], [2.305130218898279, 48.738743786260855], [2.307836399014764, 48.73893132383038], [2.308113747681722, 48.73714346750793], [2.305407663317378, 48.73695593770019]]], ""type"": ""Polygon""}";CRS3035RES200mN2876600E3756000;0;CRS3035RES1000mN2876000E3756000;0;CRS3035RES1000mN2876000E3756000;848818;49.0;6.0;2.0;15.0;1.0;1644190.4;1595.0;3.0;16.0;0.0;0.0;19.0;92002;92002;92002
48.75600962294384, 2.3065538804375265;"{""coordinates"": [[[2.305339127081171, 48.755021928084716], [2.305061526369823, 48.75680976160229], [2.30776868307304, 48.75699731109853], [2.308046187944747, 48.75520946981456], [2.305339127081171, 48.755021928084716]]], ""type"": ""Polygon""}";CRS3035RES200mN2878600E3756200;0;CRS3035RES1000mN2878000E3756000;0;CRS3035RES200mN2878600E3756200;850932;611.5;109.0;11.0;165.0;19.0;22305216.0;20704.0;240.0;48.0;0.0;16.0;288.0;92002;92002;92002
48.75949414897575, 2.2786480762930688;"{""coordinates"": [[[2.277433789418151, 48.758506156128554], [2.277155154520282, 48.7602939049797], [2.279862412451868, 48.76048213513341], [2.280140951510384, 48.758694378487235], [2.277433789418151, 48.758506156128554]]], ""type"": ""Polygon""}";CRS3035RES200mN2879200E3754200;0;CRS3035RES1000mN2879000E3754000;0;CRS3035RES1000mN2879000E3754000;850831;311.0;26.0;9.0;14.0;27.0;7443066.6;8223.0;102.0;14.0;102.0;11.0;116.0;9200292019;92002;92002
48.74114410459303, 2.3006545527179636;"{""coordinates"": [[[2.299440253277151, 48.74015634475712], [2.299162566927732, 48.741944173218506], [2.301868901399764, 48.742131857730634], [2.302146491985207, 48.740344021500746], [2.299440253277151, 48.74015634475712]]], ""type"": ""Polygon""}";CRS3035RES200mN2877000E3755600;0;CRS3035RES1000mN2877000E3755000;0;CRS3035RES200mN2877000E3755600;848754;241.5;32.0;10.0;68.0;7.0;8665210.2;9531.0;36.0;59.0;0.0;7.0;95.0;9200291377;92002;92002
48.74133175236762, 2.3033608486026904;"{""coordinates"": [[[2.302146491985207, 48.740344021500746], [2.301868901399764, 48.742131857730634], [2.304575254462015, 48.74231947653466], [2.304852749280909, 48.74053163253888], [2.302146491985207, 48.740344021500746]]], ""type"": ""Polygon""}";CRS3035RES200mN2877000E3755800;0;CRS3035RES1000mN2877000E3755000;0;CRS3035RES200mN2877000E3755800;848763;430.0;72.0;11.0;87.0;18.0;11459797.5;12131.0;137.0;52.0;14.0;32.0;189.0;9200291377;92002;92002
48.75149547163417, 2.293574582478267;"{""coordinates"": [[[2.292360185784682, 48.75050763738804], [2.292082156433655, 48.75229543659982], [2.294789028437802, 48.752483299183986], [2.295066961979054, 48.75069549219404], [2.292360185784682, 48.75050763738804]]], ""type"": ""Polygon""}";CRS3035RES200mN2878200E3755200;0;CRS3035RES1000mN2878000E3755000;0;CRS3035RES200mN2878200E3755200;850850;256.5;12.0;14.0;77.0;5.0;11409823.0;10234.0;0.0;87.0;0.0;2.0;87.0;92002;92002;92002
48.74688286780145, 2.305234708859349;"{""coordinates"": [[[2.304020189206617, 48.74589515768052], [2.303742618763595, 48.74768299483124], [2.30644927776813, 48.74787057122042], [2.306726752416559, 48.7460827263043], [2.304020189206617, 48.74589515768052]]], ""type"": ""Polygon""}";CRS3035RES200mN2877600E3756000;0;CRS3035RES1000mN2877000E3756000;0;CRS3035RES200mN2877600E3756000;848875;487.0;51.0;24.0;136.0;17.0;16741230.8;15065.0;94.0;96.0;0.0;12.0;190.0;92002;92002;92002
48.770687333296884, 2.3097484396616266;"{""coordinates"": [[[2.308533289229031, 48.76969967444977], [2.308255678465316, 48.77148750528771], [2.310963639410744, 48.77167498543486], [2.311241154261653, 48.76988714683008], [2.308533289229031, 48.76969967444977]]], ""type"": ""Polygon""}";CRS3035RES200mN2880200E3756600;0;CRS3035RES1000mN2880000E3756000;0;CRS3035RES1000mN2880000E3756000;853352;107.0;10.0;5.0;34.0;3.0;5778601.6;5948.0;4.0;36.0;0.0;1.0;40.0;9200292071;92002;92002
48.73766455445383, 2.276577214740374;"{""coordinates"": [[[2.275363465192774, 48.73667653672383], [2.275084942378263, 48.73846429743986], [2.277791013516752, 48.738652565499684], [2.278069440598948, 48.73686479699207], [2.275363465192774, 48.73667653672383]]], ""type"": ""Polygon""}";CRS3035RES200mN2876800E3753800;0;CRS3035RES1000mN2876000E3753000;0;CRS3035RES1000mN2876000E3753000;848693;221.5;15.0;9.0;70.0;8.0;7365345.3;8238.0;10.0;70.0;0.0;6.0;80.0;9200291377;92002;92002
48.73804095138663, 2.281989298567343;"{""coordinates"": [[[2.280775434646329, 48.73705299156405], [2.28049710329903, 48.73884076786063], [2.28320321171886, 48.73902890452196], [2.283481447328685, 48.737241120439066], [2.280775434646329, 48.73705299156405]]], ""type"": ""Polygon""}";CRS3035RES200mN2876800E3754200;0;CRS3035RES1000mN2876000E3754000;0;CRS3035RES200mN2876800E3754200;848791;86.0;11.0;2.0;25.0;7.0;2181735.2;3322.0;7.0;29.0;0.0;5.0;36.0;92002;92002;92002
